case_number,incident_date,primary_type,crime_category,description,location_description,arrest,domestic,district,ward,community_area,fbi_code,year,month,day_of_week,hour_of_day,year_month
JB000560,2023-07-06 10:38:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,CTA TRAIN / STATION,0,0,5,37,38,11,2023,7,Thursday,10,2023-07
JB000561,2023-09-05 01:29:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,SIDEWALK,1,0,17,20,62,06,2023,9,Tuesday,1,2023-09
JB000562,2023-03-14 04:05:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,RESIDENCE,1,0,7,21,59,14,2023,3,Tuesday,4,2023-03
JB000563,2023-01-02 16:06:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,18,5,6,03,2023,1,Monday,16,2023-01
JB000564,2022-04-12 14:58:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,CTA TRAIN / STATION,0,0,16,50,12,26,2022,4,Tuesday,14,2022-04
JB000565,2023-11-15 14:06:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,CTA TRAIN / STATION,0,0,1,46,34,11,2023,11,Wednesday,14,2023-11
JB000566,2022-11-12 23:43:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,18,41,14,18,2022,11,Saturday,23,2022-11
JB000567,2023-02-17 23:13:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,12,8,42,18,2023,2,Friday,23,2023-02
JB000568,2022-02-19 02:59:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,18,39,7,26,2022,2,Saturday,2,2022-02
JB000569,2023-08-14 11:26:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,1,0,2,12,6,14,2023,8,Monday,11,2023-08
JB000570,2022-03-07 10:41:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,19,8,64,07,2022,3,Monday,10,2022-03
JB000571,2022-03-31 18:39:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,1,0,4,23,26,18,2022,3,Thursday,18,2022-03
JB000572,2022-12-20 04:31:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,17,48,20,05,2022,12,Tuesday,4,2022-12
JB000573,2023-10-06 11:36:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,PARKING LOT / GARAGE,0,0,4,38,33,08B,2023,10,Friday,11,2023-10
JB000574,2023-04-20 11:28:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,5,13,70,11,2023,4,Thursday,11,2023-04
JB000575,2022-04-15 00:28:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SIDEWALK,0,0,3,48,10,18,2022,4,Friday,0,2022-04
JB000576,2022-12-15 06:12:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,3,20,75,14,2022,12,Thursday,6,2022-12
JB000577,2022-09-25 19:53:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,11,26,76,14,2022,9,Sunday,19,2022-09
JB000578,2022-05-18 17:11:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,9,25,75,05,2022,5,Wednesday,17,2022-05
JB000579,2023-07-15 19:06:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESTAURANT,0,0,8,8,8,03,2023,7,Saturday,19,2023-07
JB000580,2022-03-06 01:55:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,20,32,2,07,2022,3,Sunday,1,2022-03
JB000581,2023-12-29 07:08:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,17,7,54,05,2023,12,Friday,7,2023-12
JB000582,2023-11-11 00:30:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,7,32,51,05,2023,11,Saturday,0,2023-11
JB000583,2023-03-13 12:09:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,12,7,50,05,2023,3,Monday,12,2023-03
JB000584,2022-09-02 23:35:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,SMALL RETAIL STORE,0,0,19,24,45,07,2022,9,Friday,23,2022-09
JB000585,2022-09-30 01:03:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,15,11,47,08A,2022,9,Friday,1,2022-09
JB000586,2023-07-27 06:06:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SIDEWALK,0,0,2,12,11,18,2023,7,Thursday,6,2023-07
JB000587,2023-08-29 05:00:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,2,4,54,03,2023,8,Tuesday,5,2023-08
JB000588,2023-08-11 12:33:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,14,11,35,08B,2023,8,Friday,12,2023-08
JB000589,2023-10-30 21:47:00,THEFT,Property,REPORTED THEFT INCIDENT,CTA TRAIN / STATION,0,0,1,47,32,14,2023,10,Monday,21,2023-10
JB000590,2023-04-19 15:33:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SMALL RETAIL STORE,0,0,3,19,29,14,2023,4,Wednesday,15,2023-04
JB000591,2022-04-09 06:33:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESTAURANT,0,0,10,22,25,08A,2022,4,Saturday,6,2022-04
JB000592,2023-02-06 10:27:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,1,1,6,23,37,18,2023,2,Monday,10,2023-02
JB000593,2022-02-27 20:33:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,RESIDENCE,1,0,18,41,57,06,2022,2,Sunday,20,2022-02
JB000594,2023-08-24 20:52:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,5,50,76,08B,2023,8,Thursday,20,2023-08
JB000595,2023-09-23 05:55:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,1,0,20,18,59,03,2023,9,Saturday,5,2023-09
JB000596,2023-09-14 14:55:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,1,0,18,4,28,07,2023,9,Thursday,14,2023-09
JB000597,2022-09-22 06:30:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,16,48,10,07,2022,9,Thursday,6,2022-09
JB000598,2023-12-02 01:20:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,24,19,33,11,2023,12,Saturday,1,2023-12
JB000599,2022-01-29 23:56:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,1,0,25,15,23,08A,2022,1,Saturday,23,2022-01
JB000600,2023-03-30 22:47:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,17,47,27,14,2023,3,Thursday,22,2023-03
JB000601,2023-02-19 00:24:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,SIDEWALK,0,0,18,48,31,26,2023,2,Sunday,0,2023-02
JB000602,2023-09-30 03:11:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,2,41,40,18,2023,9,Saturday,3,2023-09
JB000603,2022-12-07 07:32:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,20,44,22,07,2022,12,Wednesday,7,2022-12
JB000604,2022-10-06 09:02:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,1,1,2,36,74,26,2022,10,Thursday,9,2022-10
JB000605,2022-08-12 23:56:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,15,31,76,18,2022,8,Friday,23,2022-08
JB000606,2022-01-23 04:32:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,19,50,24,14,2022,1,Sunday,4,2022-01
JB000607,2023-02-09 12:12:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,PARKING LOT / GARAGE,0,0,17,25,46,11,2023,2,Thursday,12,2023-02
JB000608,2023-01-25 16:13:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,COMMERCIAL / BUSINESS OFFICE,1,0,10,18,77,06,2023,1,Wednesday,16,2023-01
JB000609,2023-07-09 10:50:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,7,17,6,14,2023,7,Sunday,10,2023-07
JB000610,2023-09-27 14:01:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,3,1,21,03,2023,9,Wednesday,14,2023-09
JB000611,2023-08-08 23:40:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,STREET,1,0,14,41,28,08B,2023,8,Tuesday,23,2023-08
JB000612,2023-06-10 06:04:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,6,1,72,05,2023,6,Saturday,6,2023-06
JB000613,2023-10-10 18:09:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,5,21,37,05,2023,10,Tuesday,18,2023-10
JB000614,2023-06-18 12:48:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,RESIDENCE,1,0,14,32,21,08A,2023,6,Sunday,12,2023-06
JB000615,2023-11-08 01:06:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SMALL RETAIL STORE,0,0,17,18,41,18,2023,11,Wednesday,1,2023-11
JB000616,2023-10-01 10:47:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,1,19,47,15,26,2023,10,Sunday,10,2023-10
JB000617,2023-02-02 22:08:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,0,0,8,22,54,07,2023,2,Thursday,22,2023-02
JB000618,2022-12-20 08:46:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,1,0,22,22,19,14,2022,12,Tuesday,8,2022-12
JB000619,2022-03-06 10:56:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,2,3,44,26,2022,3,Sunday,10,2022-03
JB000620,2023-05-29 08:28:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,16,35,50,06,2023,5,Monday,8,2023-05
JB000621,2023-07-28 20:47:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,1,0,2,43,67,08A,2023,7,Friday,20,2023-07
JB000622,2022-01-12 04:24:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,14,33,1,07,2022,1,Wednesday,4,2022-01
JB000623,2023-08-19 23:50:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,1,0,7,1,49,08A,2023,8,Saturday,23,2023-08
JB000624,2022-12-17 01:03:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,22,38,72,06,2022,12,Saturday,1,2022-12
JB000625,2022-03-20 15:15:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,17,9,42,05,2022,3,Sunday,15,2022-03
JB000626,2023-07-07 18:16:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,7,9,64,11,2023,7,Friday,18,2023-07
JB000627,2023-04-04 15:32:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,20,21,44,08B,2023,4,Tuesday,15,2023-04
JB000628,2022-12-16 00:38:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,25,48,29,03,2022,12,Friday,0,2022-12
JB000629,2022-05-05 00:40:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,20,40,9,07,2022,5,Thursday,0,2022-05
JB000630,2023-03-12 05:18:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,1,0,8,19,5,08A,2023,3,Sunday,5,2023-03
JB000631,2022-01-01 08:11:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,SMALL RETAIL STORE,0,0,22,40,37,07,2022,1,Saturday,8,2022-01
JB000632,2022-12-27 07:12:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,1,24,47,08B,2022,12,Tuesday,7,2022-12
JB000633,2023-08-13 04:12:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,5,32,44,07,2023,8,Sunday,4,2023-08
JB000634,2022-09-12 08:51:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,8,14,16,14,2022,9,Monday,8,2022-09
JB000635,2022-07-19 11:32:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,3,2,37,11,2022,7,Tuesday,11,2022-07
JB000636,2022-10-26 07:23:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,7,44,12,08A,2022,10,Wednesday,7,2022-10
JB000637,2022-02-13 00:19:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,8,33,18,08B,2022,2,Sunday,0,2022-02
JB000638,2023-03-31 12:01:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,1,24,53,08B,2023,3,Friday,12,2023-03
JB000639,2023-10-22 17:02:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,8,36,60,08B,2023,10,Sunday,17,2023-10
JB000640,2022-12-05 07:30:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,11,3,27,26,2022,12,Monday,7,2022-12
JB000641,2022-07-30 00:00:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,19,21,22,26,2022,7,Saturday,0,2022-07
JB000642,2022-06-16 10:14:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,15,8,21,06,2022,6,Thursday,10,2022-06
JB000643,2023-06-04 17:48:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SMALL RETAIL STORE,0,0,1,41,63,05,2023,6,Sunday,17,2023-06
JB000644,2022-01-19 22:50:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESTAURANT,0,0,20,32,71,08A,2022,1,Wednesday,22,2022-01
JB000645,2023-12-12 12:15:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,14,44,7,06,2023,12,Tuesday,12,2023-12
JB000646,2022-07-23 05:45:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,1,0,16,50,76,26,2022,7,Saturday,5,2022-07
JB000647,2022-03-16 08:48:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,10,45,56,08B,2022,3,Wednesday,8,2022-03
JB000648,2023-07-10 11:33:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,18,14,32,08B,2023,7,Monday,11,2023-07
JB000649,2023-12-10 00:29:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,25,31,32,11,2023,12,Sunday,0,2023-12
JB000650,2022-04-11 02:42:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,PARKING LOT / GARAGE,0,0,10,21,67,06,2022,4,Monday,2,2022-04
JB000651,2022-12-17 12:55:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,25,34,29,18,2022,12,Saturday,12,2022-12
JB000652,2022-05-06 12:54:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SIDEWALK,0,0,25,15,54,11,2022,5,Friday,12,2022-05
JB000653,2022-03-23 16:36:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SIDEWALK,0,0,11,10,8,05,2022,3,Wednesday,16,2022-03
JB000654,2022-01-24 05:21:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SIDEWALK,1,0,14,44,75,08B,2022,1,Monday,5,2022-01
JB000655,2022-04-19 02:26:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,14,12,18,05,2022,4,Tuesday,2,2022-04
JB000656,2022-07-20 20:23:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,18,5,35,07,2022,7,Wednesday,20,2022-07
JB000657,2022-11-20 12:15:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,7,18,55,07,2022,11,Sunday,12,2022-11
JB000658,2023-01-22 10:14:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,1,1,6,29,3,07,2023,1,Sunday,10,2023-01
JB000659,2022-05-16 11:33:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,0,24,47,42,26,2022,5,Monday,11,2022-05
JB000660,2022-05-02 09:02:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,10,29,16,08A,2022,5,Monday,9,2022-05
JB000661,2023-08-28 22:05:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,19,27,46,06,2023,8,Monday,22,2023-08
JB000662,2023-10-13 06:35:00,THEFT,Property,REPORTED THEFT INCIDENT,RESTAURANT,0,0,10,43,31,18,2023,10,Friday,6,2023-10
JB000663,2023-10-30 12:40:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,17,15,2,08A,2023,10,Monday,12,2023-10
JB000664,2023-04-03 03:37:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,2,24,54,06,2023,4,Monday,3,2023-04
JB000665,2022-09-21 05:20:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,1,42,21,14,2022,9,Wednesday,5,2022-09
JB000666,2023-03-16 11:31:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,11,23,60,05,2023,3,Thursday,11,2023-03
JB000667,2022-06-20 06:41:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,19,12,41,07,2022,6,Monday,6,2022-06
JB000668,2023-04-24 09:53:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,6,48,77,08B,2023,4,Monday,9,2023-04
JB000669,2023-08-03 22:26:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,3,4,34,07,2023,8,Thursday,22,2023-08
JB000670,2023-12-24 03:57:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,0,25,3,66,11,2023,12,Sunday,3,2023-12
JB000671,2022-10-22 12:56:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,5,9,8,07,2022,10,Saturday,12,2022-10
JB000672,2023-09-14 03:52:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESTAURANT,0,0,20,3,63,05,2023,9,Thursday,3,2023-09
JB000673,2023-01-01 03:36:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,22,14,38,07,2023,1,Sunday,3,2023-01
JB000674,2023-11-29 20:04:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,24,9,23,03,2023,11,Wednesday,20,2023-11
JB000675,2022-01-10 11:23:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,15,2,39,08B,2022,1,Monday,11,2022-01
JB000676,2023-05-09 10:33:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,PARKING LOT / GARAGE,1,0,4,47,56,08B,2023,5,Tuesday,10,2023-05
JB000677,2023-03-07 21:36:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,1,1,22,31,25,07,2023,3,Tuesday,21,2023-03
JB000678,2022-09-01 08:49:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,8,50,59,08A,2022,9,Thursday,8,2022-09
JB000679,2023-09-01 19:26:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,1,11,44,13,06,2023,9,Friday,19,2023-09
JB000680,2022-02-25 12:10:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,9,20,20,14,2022,2,Friday,12,2022-02
JB000681,2023-03-19 13:52:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,3,24,70,03,2023,3,Sunday,13,2023-03
JB000682,2023-11-10 16:52:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,9,2,43,03,2023,11,Friday,16,2023-11
JB000683,2023-12-11 16:10:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,1,0,11,35,33,26,2023,12,Monday,16,2023-12
JB000684,2022-08-09 08:51:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,7,39,19,08B,2022,8,Tuesday,8,2022-08
JB000685,2023-01-25 10:38:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESTAURANT,1,0,15,30,52,06,2023,1,Wednesday,10,2023-01
JB000686,2022-09-24 09:12:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,18,41,46,14,2022,9,Saturday,9,2022-09
JB000687,2023-12-02 11:01:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,7,23,25,03,2023,12,Saturday,11,2023-12
JB000688,2022-12-03 04:49:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,19,38,34,06,2022,12,Saturday,4,2022-12
JB000689,2023-06-27 14:28:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,1,9,11,13,05,2023,6,Tuesday,14,2023-06
JB000690,2022-08-24 11:40:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,PARKING LOT / GARAGE,0,0,6,11,19,18,2022,8,Wednesday,11,2022-08
JB000691,2022-11-27 20:41:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,1,0,20,13,35,06,2022,11,Sunday,20,2022-11
JB000692,2022-12-18 07:27:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,12,18,46,06,2022,12,Sunday,7,2022-12
JB000693,2023-09-22 15:53:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,12,33,57,08B,2023,9,Friday,15,2023-09
JB000694,2022-12-16 06:37:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SIDEWALK,0,0,5,32,68,05,2022,12,Friday,6,2022-12
JB000695,2022-06-08 18:58:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,17,25,62,03,2022,6,Wednesday,18,2022-06
JB000696,2022-08-21 23:38:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,14,15,6,18,2022,8,Sunday,23,2022-08
JB000697,2023-02-21 07:43:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,14,17,70,18,2023,2,Tuesday,7,2023-02
JB000698,2022-01-30 11:13:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,2,20,3,26,2022,1,Sunday,11,2022-01
JB000699,2023-03-26 03:52:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,19,18,68,14,2023,3,Sunday,3,2023-03
JB000700,2023-10-15 14:49:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,16,16,34,05,2023,10,Sunday,14,2023-10
JB000701,2022-06-17 01:10:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,17,35,70,18,2022,6,Friday,1,2022-06
JB000702,2022-02-27 22:06:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,20,42,52,03,2022,2,Sunday,22,2022-02
JB000703,2023-02-27 19:14:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,17,33,11,26,2023,2,Monday,19,2023-02
JB000704,2022-11-28 04:01:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,PARKING LOT / GARAGE,1,0,16,4,72,14,2022,11,Monday,4,2022-11
JB000705,2022-08-15 09:21:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,17,50,49,06,2022,8,Monday,9,2022-08
JB000706,2023-05-26 13:00:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,3,7,62,03,2023,5,Friday,13,2023-05
JB000707,2023-12-25 07:57:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,20,1,72,05,2023,12,Monday,7,2023-12
JB000708,2022-11-07 19:42:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,17,47,4,26,2022,11,Monday,19,2022-11
JB000709,2022-09-18 11:59:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,1,29,52,07,2022,9,Sunday,11,2022-09
JB000710,2023-03-16 18:36:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,1,0,25,27,52,18,2023,3,Thursday,18,2023-03
JB000711,2022-01-16 00:08:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,STREET,1,0,19,39,26,18,2022,1,Sunday,0,2022-01
JB000712,2023-06-03 01:14:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,24,45,55,26,2023,6,Saturday,1,2023-06
JB000713,2022-06-03 02:06:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,1,0,15,21,26,18,2022,6,Friday,2,2022-06
JB000714,2023-09-09 06:00:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,1,1,9,14,71,06,2023,9,Saturday,6,2023-09
JB000715,2022-11-13 03:43:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SMALL RETAIL STORE,0,1,24,10,17,08A,2022,11,Sunday,3,2022-11
JB000716,2023-07-22 02:01:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,6,50,56,06,2023,7,Saturday,2,2023-07
JB000717,2022-11-24 11:00:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,25,23,50,05,2022,11,Thursday,11,2022-11
